TreeID,PlotID,Site,Tree,Species,Canopy Class,Live/Dead,DBH (cm),Stems,Total Cores,Basal Area (cm2),basal area (m2/ha),Density (stems/ha),notes,Distance,Azimuth
MMA021,MMA,Morgan Monroe State Park,021,ACSA,C,LIVE,20.66,1,2,335.2,0.26677225,7.957747155,,19.91,104
MMA022,MMA,Morgan Monroe State Park,022,FAGR,C,LIVE,43.22,1,2,1467.1,1.16748025,7.957747155,,13.79,38
MMA023,MMA,Morgan Monroe State Park,023,ULRU,C,LIVE,24.80,1,2,483.1,0.3844,7.957747155,,17.38,36
MMA024,MMA,Morgan Monroe State Park,024,LITU,D,LIVE,64.39,1,2,3256.3,2.591295063,7.957747155,,20.00,15
MMA025,MMA,Morgan Monroe State Park,025,ACSA,C,LIVE,40.40,1,2,1281.9,1.0201,7.957747155,,14.20,24
MMA026,MMA,Morgan Monroe State Park,026,ULRU,C,LIVE,21.17,1,2,352.0,0.280105563,7.957747155,,17.53,353
MMA027,MMA,Morgan Monroe State Park,027,ACSA,C,LIVE,30.12,1,2,712.5,0.567009,7.957747155,,18.82,290
MMA028,MMA,Morgan Monroe State Park,028,ACSA,C,LIVE,46.51,1,2,1699.0,1.351987563,7.957747155,,18.29,272
MMA029,MMA,Morgan Monroe State Park,029,ACSA,C,LIVE,33.60,1,2,886.7,0.7056,7.957747155,,17.91,241
MMA030,MMA,Morgan Monroe State Park,030,QURU,D,LIVE,61.40,1,2,2960.9,2.356225,7.957747155,,14.14,225
MMA031,MMA,Morgan Monroe State Park,031,FAGR,D,LIVE,52.37,1,2,2154.0,1.714135563,7.957747155,,18.05,212
MMA032,MMA,Morgan Monroe State Park,032,FRAX,D,LIVE,60.15,1,2,2841.6,2.261264063,7.957747155,,19.42,168
MMA033,MMA,Morgan Monroe State Park,033,ACSA,I,LIVE,39.78,1,2,1242.9,0.98903025,7.957747155,,17.29,176
MMA034,MMA,Morgan Monroe State Park,034,ACSA,C,LIVE,22.50,1,2,397.6,0.31640625,7.957747155,,14.89,134
MMA035,MMA,Morgan Monroe State Park,035,ACSA,C,LIVE,31.68,1,2,788.2,0.627264,7.957747155,,14.53,143
MMB001,MMB,Morgan Monroe State Park,001,LITU,D,LIVE,75.80,1,2,4512.6,3.591025,7.957747155,,17.48,222
MMB002,MMB,Morgan Monroe State Park,002,ACSA,S,LIVE,22.90,1,2,411.9,0.32775625,7.957747155,,9.66,174
MMB003,MMB,Morgan Monroe State Park,003,FAGR,S,LIVE,26.50,1,2,551.5,0.43890625,7.957747155,,8.59,150
MMB004,MMB,Morgan Monroe State Park,004,FAGR,C,LIVE,59.40,1,2,2771.2,2.205225,7.957747155,,11.54,128
MMB005,MMB,Morgan Monroe State Park,005,FAGR,S,LIVE,17.50,1,2,240.5,0.453032544,18.83490451,,12.47,97
MMB006,MMB,Morgan Monroe State Park,006,QUAL,C,LIVE,53.40,1,2,2239.6,1.782225,7.957747155,,7.97,8
MMB007,MMB,Morgan Monroe State Park,007,ACSA,I,LIVE,37.10,1,2,1081.0,0.86025625,7.957747155,,3.90,295
MMB008,MMB,Morgan Monroe State Park,008,LITU,D,LIVE,77.30,1,2,4693.0,3.73455625,7.957747155,,6.24,270
MMB009,MMB,Morgan Monroe State Park,009,QUAL,C,LIVE,53.50,1,2,2248.0,1.78890625,7.957747155,,11.54,262
MMB010,MMB,Morgan Monroe State Park,010,TIAM,I,LIVE,30.00,1,2,706.9,0.5625,7.957747155,,12.94,255
MMB011,MMB,Morgan Monroe State Park,011,TIAM,I,LIVE,49.40,1,2,1916.7,1.525225,7.957747155,,13.09,250
MMB012,MMB,Morgan Monroe State Park,012,ACSA,I,LIVE,24.30,1,2,463.8,0.36905625,7.957747155,,17.04,230
MMB013,MMB,Morgan Monroe State Park,013,SAAL,I,LIVE,33.40,1,2,876.2,0.697225,7.957747155,,16.93,215
MMB014,MMB,Morgan Monroe State Park,014,SAAL,I,LIVE,24.50,1,2,471.4,0.37515625,7.957747155,,16.18,200
MMB015,MMB,Morgan Monroe State Park,015,POGR,*,DEAD,21.20,1,2,353.0,0.2809,7.957747155,band: ID 2325,17.24,195
MMB016,MMB,Morgan Monroe State Park,016,LITU,D,LIVE,87.40,1,2,5999.5,4.774225,7.957747155,band: LP2320,15.84,170
MMB017,MMB,Morgan Monroe State Park,017,SAAL,*,DEAD,20.50,1,0,330.1,0.26265625,7.957747155,rotten no core,19.78,170
MMB018,MMB,Morgan Monroe State Park,018,FAGR,I,LIVE,33.50,1,2,881.4,0.70140625,7.957747155,,14.66,130
MMB019,MMB,Morgan Monroe State Park,019,ACSA,C,LIVE,41.50,1,1,1352.7,1.07640625,7.957747155,rotten 1 core,19.26,112
MMB020,MMB,Morgan Monroe State Park,020,LITU,D,LIVE,42.30,1,2,1405.3,1.11830625,7.957747155,,17.22,64
MMB021,MMB,Morgan Monroe State Park,021,LITU,C,LIVE,38.40,1,2,1158.1,0.9216,7.957747155,,19.86,56
MMB022,MMB,Morgan Monroe State Park,022,FAGR,C,LIVE,45.50,1,2,1626.0,1.29390625,7.957747155,,15.43,50
MMB023,MMB,Morgan Monroe State Park,023,ACSA,I,LIVE,26.30,1,2,543.3,0.43230625,7.957747155,,15.01,14
MMB024,MMB,Morgan Monroe State Park,024,FRPE,D,LIVE,59.20,1,2,2752.5,2.1904,7.957747155,,15.54,340
MMB025,MMB,Morgan Monroe State Park,025,ACSA,I,LIVE,44.40,1,2,1548.3,1.2321,7.957747155,,13.07,333
MMB026,MMB,Morgan Monroe State Park,026,ACSA,I,LIVE,27.80,1,2,607.0,0.483025,7.957747155,,17.29,304
MMC001,MMC,Morgan Monroe State Park,001,ACSA,C,LIVE,39.80,1,2,1244.1,0.990025,7.957747155,,11.87,246
MMC002,MMC,Morgan Monroe State Park,002,ACSA,C,LIVE,22.10,1,2,383.6,0.30525625,7.957747155,,12.09,243
MMC003,MMC,Morgan Monroe State Park,003,SAAL,I,LIVE,23.10,1,2,419.1,0.33350625,7.957747155,,7.94,206
MMC004,MMC,Morgan Monroe State Park,004,POGR,C,LIVE,41.10,1,2,1326.7,1.05575625,7.957747155,Rob said so,2.70,202
MMC005,MMC,Morgan Monroe State Park,005,SAAL,*,DEAD,15.20,1,2,181.5,0.341775148,18.83490451,,8.39,183
MMC006,MMC,Morgan Monroe State Park,006,ACSA,C,LIVE,45.70,1,2,1640.3,1.30530625,7.957747155,,10.65,158
MMC007,MMC,Morgan Monroe State Park,007,ACSA,S,LIVE,16.40,1,2,211.2,0.397869822,18.83490451,,6.14,162
MMC008,MMC,Morgan Monroe State Park,008,ACSA,S,LIVE,13.80,1,2,149.6,0.281715976,18.83490451,,10.17,149
MMC009,MMC,Morgan Monroe State Park,009,POGR,D,LIVE,33.20,1,2,865.7,0.6889,7.957747155,Rob said so,6.52,117
MMC010,MMC,Morgan Monroe State Park,010,QUAL,C,LIVE,51.80,1,2,2107.4,1.677025,7.957747155,,12.44,72
MMC011,MMC,Morgan Monroe State Park,011,FRAX,C,LIVE,35.80,1,2,1006.6,0.801025,7.957747155,tag: 346,10.42,45
MMC012,MMC,Morgan Monroe State Park,012,ASTR,S,LIVE,12.30,1,2,118.8,0.223801775,18.83490451,,9.64,41
MMC013,MMC,Morgan Monroe State Park,013,SAAL,C,LIVE,35.10,1,2,967.6,0.77000625,7.957747155,"rotten, tag: 347",11.93,13
MMC014,MMC,Morgan Monroe State Park,014,ACSA,I,LIVE,24.80,1,2,483.1,0.3844,7.957747155,tag: 348,10.17,0
MMC015,MMC,Morgan Monroe State Park,015,ASTR,S,LIVE,10.90,1,2,93.3,0.175754438,18.83490451,"LP5354, very malformed",6.01,43
MMC016,MMC,Morgan Monroe State Park,016,QUAL,C,LIVE,91.80,1,2,6618.7,5.267025,7.957747155,,9.05,319
MMC017,MMC,Morgan Monroe State Park,017,SAAL,I,LIVE,25.74,1,2,520.4,0.41409225,7.957747155,,1.37,0
MMC018,MMC,Morgan Monroe State Park,018,SAAL,S,LIVE,23.60,1,2,437.4,0.3481,7.957747155,,11.87,181
MMC019,MMC,Morgan Monroe State Park,019,ACSA,C,LIVE,26.70,1,2,559.9,0.44555625,7.957747155,tag: 2020 LP 100,17.62,266
MMC020,MMC,Morgan Monroe State Park,020,ACSA,C,LIVE,41.10,1,2,1326.7,1.05575625,7.957747155,,16.11,245
MMC021,MMC,Morgan Monroe State Park,021,ACSA,C,LIVE,47.70,1,2,1787.0,1.42205625,7.957747155,,15.63,206
MMC022,MMC,Morgan Monroe State Park,022,SAAL,I,LIVE,20.30,1,2,323.7,0.25755625,7.957747155,,15.30,180
MMC023,MMC,Morgan Monroe State Park,023,LITU,C,LIVE,28.70,1,2,646.9,0.51480625,7.957747155,,19.60,158
MMC024,MMC,Morgan Monroe State Park,024,QUAL,C,LIVE,55.60,1,2,2427.9,1.9321,7.957747155,,15.45,125
MMC025,MMC,Morgan Monroe State Park,025,LIST?,C,LIVE,26.00,1,2,530.9,0.4225,7.957747155,,15.53,114
MMC026,MMC,Morgan Monroe State Park,026,LITU,C,LIVE,48.80,1,2,1870.4,1.4884,7.957747155,,17.58,61
MMC027,MMC,Morgan Monroe State Park,027,LITU,C,LIVE,37.40,1,2,1098.6,0.874225,7.957747155,tag: 395,14.05,50
MMC028,MMC,Morgan Monroe State Park,028,ACSA,I,LIVE,33.20,1,2,865.7,0.6889,7.957747155,rotten. Tag: 344,14.84,42
MMC029,MMC,Morgan Monroe State Park,029,ACSA,C,LIVE,35.20,1,2,973.1,0.7744,7.957747155,tag: 343,15.49,24
MMC030,MMC,Morgan Monroe State Park,030,FRAX,C,LIVE,44.50,1,2,1555.3,1.23765625,7.957747155,tag: LP LP05,17.67,8
MMC031,MMC,Morgan Monroe State Park,031,ACSA,C,LIVE,30.20,1,2,716.3,0.570025,7.957747155,tag: 351,16.37,359
MMC032,MMC,Morgan Monroe State Park,032,FRPE,C,LIVE,51.20,1,2,2058.9,1.6384,7.957747155,,19.27,306
MMC033,MMC,Morgan Monroe State Park,033,QUAL,C,LIVE,58.60,1,2,2697.0,2.146225,7.957747155,tag: LP100 #2021,18.04,290
MOA001,MOA,Missouri Ozark,001,JUVI,S,LIVE,19.09,1,2,286.2,0.539094822,18.83490451,,11.07,29
MOA002,MOA,Missouri Ozark,002,CACO,C,LIVE,31.90,1,2,799.2,0.63600625,7.957747155,,5.31,350
MOA003,MOA,Missouri Ozark,003,CACO,C,LIVE,29.41,1,2,679.3,0.540592563,7.957747155,,5.31,350
MOA004,MOA,Missouri Ozark,004,JUVI,C,LIVE,27.32,1,2,586.2,0.466489,7.957747155,,9.77,312
MOA005,MOA,Missouri Ozark,005,JUVI,S,LIVE,14.15,1,2,157.3,0.29618713,18.83490451,,6.30,315
MOA006,MOA,Missouri Ozark,006,JUVI,S,LIVE,17.30,1,2,235.1,0.442736686,18.83490451,,2.30,335
MOA007,MOA,Missouri Ozark,007,JUVI,S,LIVE,21.05,1,2,348.0,0.276939063,7.957747155,,7.81,284
MOA008,MOA,Missouri Ozark,008,CAOV,C,LIVE,27.07,1,2,575.5,0.457990563,7.957747155,,11.20,223
MOA009,MOA,Missouri Ozark,009,CAOV,C,LIVE,14.65,1,2,168.6,0.317488905,18.83490451,,11.20,223
MOA010,MOA,Missouri Ozark,010,JUVI,S,LIVE,16.19,1,2,205.9,0.38774571,18.83490451,,5.01,235
MOA011,MOA,Missouri Ozark,011,CATE,I,LIVE,20.30,1,2,323.7,0.25755625,7.957747155,,3.73,225
MOA012,MOA,Missouri Ozark,012,CATE,I,LIVE,14.27,1,2,159.9,0.301232101,18.83490451,,3.84,222
MOA013,MOA,Missouri Ozark,013,CAOV,S,LIVE,13.52,1,2,143.6,0.2704,18.83490451,,5.29,185
MOA014,MOA,Missouri Ozark,014,QUAL,D,LIVE,43.29,1,2,1471.9,1.171265063,7.957747155,,7.95,165
MOA015,MOA,Missouri Ozark,015,QUAL,D,LIVE,38.78,1,2,1181.2,0.93993025,7.957747155,,7.48,168
MOA016,MOA,Missouri Ozark,016,CAOV,D,LIVE,12.07,1,2,114.4,0.215510207,18.83490451,,12.50,130
MOA017,MOA,Missouri Ozark,017,QUVE,D,LIVE,35.30,1,2,978.7,0.77880625,7.957747155,,9.84,121
MOA018,MOA,Missouri Ozark,018,CAOV,I,LIVE,14.52,1,2,165.6,0.31187929,18.83490451,,11.35,107
MOA019,MOA,Missouri Ozark,019,CALA,S,LIVE,11.71,1,2,107.7,0.202846302,18.83490451,,4.66,103
MOA020,MOA,Missouri Ozark,020,CACO,C,LIVE,22.80,1,2,408.3,0.3249,7.957747155,,10.25,45
MOA021,MOA,Missouri Ozark,021,ULRU,S,LIVE,22.80,1,2,408.3,0.3249,7.957747155,,2.86,40
MOA022,MOA,Missouri Ozark,022,JUVI,I,LIVE,22.63,1,2,402.2,0.320073063,7.957747155,,2.92,75
MOA023,MOA,Missouri Ozark,023,JUVI,C,LIVE,16.48,1,2,213.3,0.401760947,18.83490451,,6.46,71
MOA024,MOA,Missouri Ozark,024,JUVI,C,LIVE,16.21,1,2,206.4,0.38870429,18.83490451,,7.90,89
MOA025,MOA,Missouri Ozark,025,CAOV,D,LIVE,26.92,1,2,569.2,0.452929,7.957747155,,12.70,60
MOA026,MOA,Missouri Ozark,026,CAOV,D,LIVE,18.51,1,2,269.1,0.506834467,18.83490451,,12.85,59
MOA027,MOA,Missouri Ozark,027,QURU,D,LIVE,40.40,1,2,1281.9,1.0201,7.957747155,,17.24,30
MOA028,MOA,Missouri Ozark,028,QURU,D,LIVE,31.88,1,2,798.2,0.635209,7.957747155,,17.78,30
MOA029,MOA,Missouri Ozark,029,QURU,D,LIVE,60.80,1,2,2903.3,2.3104,7.957747155,,19.80,23
MOA030,MOA,Missouri Ozark,030,CACO,I,LIVE,23.05,1,2,417.3,0.332064063,7.957747155,,18.10,342
MOA031,MOA,Missouri Ozark,031,CACO,C,LIVE,37.77,1,2,1120.4,0.891608063,7.957747155,,18.07,325
MOA032,MOA,Missouri Ozark,032,JUVI,C,LIVE,26.80,1,2,564.1,0.4489,7.957747155,,13.71,315
MOA033,MOA,Missouri Ozark,033,QURU,*,DEAD,40.72,1,2,1302.3,1.036324,7.957747155,,14.87,280
MOA034,MOA,Missouri Ozark,034,JUVI,S,LIVE,22.30,1,2,390.6,0.31080625,7.957747155,,16.09,280
MOA035,MOA,Missouri Ozark,035,QUAL,D,LIVE,47.22,1,2,1751.2,1.39358025,7.957747155,,14.22,228
MOA036,MOA,Missouri Ozark,036,QUAL,C,LIVE,37.38,1,2,1097.4,0.87329025,7.957747155,,16.60,188
MOA037,MOA,Missouri Ozark,037,QUVE,*,DEAD,29.71,1,0,693.3,0.551677563,7.957747155,Wasp Nest: No core,18.61,169
MOA038,MOA,Missouri Ozark,038,CAOV,D,LIVE,27.11,1,0,577.2,0.459345063,7.957747155,,19.94,135
MOA039,MOA,Missouri Ozark,039,CAOV,C,LIVE,24.46,1,2,469.9,0.37393225,7.957747155,,13.75,140
MOA040,MOA,Missouri Ozark,040,QURU,D,LIVE,30.44,1,0,727.7,0.579121,7.957747155,,19.51,98
MOA041,MOA,Missouri Ozark,041,QURU,D,LIVE,33.46,1,0,879.3,0.69973225,7.957747155,,18.82,94
MOA042,MOA,Missouri Ozark,042,QURU,D,LIVE,28.81,1,0,651.9,0.518760063,7.957747155,,19.88,93
MOA043,MOA,Missouri Ozark,043,QUVE,*,DEAD,40.72,1,2,1302.3,1.036324,7.957747155,,19.52,73
MOA044,MOA,Missouri Ozark,044,QUVE,*,DEAD,41.42,1,2,1347.4,1.07226025,7.957747155,,19.31,72
MOA045,MOA,Missouri Ozark,045,QURU,D,LIVE,46.37,1,2,1688.7,1.343860563,7.957747155,,17.21,50
MOB001,MOB,Missouri Ozark,001,CAOV,C,LIVE,23.61,1,0,437.8,0.348395063,7.957747155,tag: 189,12.32,205
MOB002,MOB,Missouri Ozark,002,CAOV,C,LIVE,16.72,1,0,219.6,0.413547929,18.83490451,tag: 190,12.46,207
MOB003,MOB,Missouri Ozark,003,CAOV,C,LIVE,15.14,1,0,180.0,0.339082249,18.83490451,tag: 188,12.88,209
MOB004,MOB,Missouri Ozark,004,CARYA,*,DEAD,14.02,1,0,154.4,0.290769822,18.83490451,tag: 153,9.15,184
MOB005,MOB,Missouri Ozark,005,CAOV,C,LIVE,26.95,1,0,570.4,0.453939063,7.957747155,tag: 155,10.00,165
MOB006,MOB,Missouri Ozark,006,QUAL,C,LIVE,59.86,1,0,2814.3,2.23951225,7.957747155,tag: 158,10.99,142
MOB007,MOB,Missouri Ozark,007,CATE,C,LIVE,25.40,1,2,506.7,0.403225,7.957747155,,5.07,100
MOB008,MOB,Missouri Ozark,008,CACO,C,LIVE,28.30,1,2,629.0,0.50055625,7.957747155,,5.17,76
MOB009,MOB,Missouri Ozark,009,QUAL,C,LIVE,43.71,1,2,1500.6,1.194102563,7.957747155,,6.59,74
MOB010,MOB,Missouri Ozark,010,FRAM,C,LIVE,29.70,1,2,692.8,0.55130625,7.957747155,,7.44,50
MOB011,MOB,Missouri Ozark,011,FRAM,C,LIVE,29.50,1,2,683.5,0.54390625,7.957747155,,7.81,52
MOB012,MOB,Missouri Ozark,012,FRAM,C,LIVE,33.90,1,2,902.6,0.71825625,7.957747155,,8.06,48
MOB013,MOB,Missouri Ozark,013,ACSA,S,LIVE,11.98,1,2,112.7,0.212308284,18.83490451,,10.52,50
MOB014,MOB,Missouri Ozark,014,CAOV,C,LIVE,30.30,1,2,721.1,0.57380625,7.957747155,,11.97,59
MOB015,MOB,Missouri Ozark,015,CAOV,C,LIVE,23.60,1,2,437.4,0.3481,7.957747155,,8.57,90
MOB016,MOB,Missouri Ozark,016,CAOV,C,LIVE,22.60,1,2,401.1,0.319225,7.957747155,SPLIT STEM,8.80,6
MOB017,MOB,Missouri Ozark,017,CAOV,C,LIVE,15.20,1,2,181.5,0.341775148,18.83490451,SPLIT STEM,8.45,4
MOB018,MOB,Missouri Ozark,018,CACO,C,LIVE,20.60,1,2,333.3,0.265225,7.957747155,,12.48,309
MOB019,MOB,Missouri Ozark,019,QUAL,C,LIVE,37.60,1,2,1110.4,0.8836,7.957747155,SPLIT STEM,9.69,273
MOB020,MOB,Missouri Ozark,020,QUAL,C,LIVE,30.90,1,2,749.9,0.59675625,7.957747155,SPLIT STEM,10.20,275
MOB021,MOB,Missouri Ozark,021,QUAL,C,LIVE,30.90,1,2,749.9,0.59675625,7.957747155,,9.66,277
MOB022,MOB,Missouri Ozark,022,QUAL,*,DEAD,13.70,1,2,147.4,0.277647929,18.83490451,,10.03,254
MOB023,MOB,Missouri Ozark,023,QUAL,*,DEAD,12.30,1,2,118.8,0.223801775,18.83490451,,9.96,252
MOB024,MOB,Missouri Ozark,024,CARYA,*,DEAD,10.70,1,2,89.9,0.169363905,18.83490451,,8.05,234
MOB025,MOB,Missouri Ozark,025,JUVI,S,LIVE,15.90,1,0,198.6,0.37397929,18.83490451,tag: 43,9.76,229
MOB026,MOB,Missouri Ozark,026,JUVI,S,LIVE,13.20,1,2,136.8,0.257751479,18.83490451,,4.98,226
MOB027,MOB,Missouri Ozark,027,JUVI,S,LIVE,11.60,1,2,105.7,0.199053254,18.83490451,,2.97,244
MOB028,MOB,Missouri Ozark,028,QUAL,C,LIVE,47.00,1,0,1734.9,1.380625,7.957747155,tag: 158,18.40,180
MOB029,MOB,Missouri Ozark,029,QUAL,C,LIVE,32.40,1,0,824.5,0.6561,7.957747155,tag: 159,16.81,141
MOB030,MOB,Missouri Ozark,030,QUAL,C,LIVE,34.90,1,0,956.6,0.76125625,7.957747155,tag: 38,19.54,136
MOB031,MOB,Missouri Ozark,031,QUMU,C,LIVE,20.20,1,2,320.5,0.255025,7.957747155,,16.92,104
MOB032,MOB,Missouri Ozark,032,QUMU,C,LIVE,21.30,1,2,356.3,0.28355625,7.957747155,,16.97,106
MOB033,MOB,Missouri Ozark,033,QUAL,C,LIVE,43.70,1,2,1499.9,1.19355625,7.957747155,,19.17,84
MOB034,MOB,Missouri Ozark,034,CAOV,C,LIVE,24.10,1,2,456.2,0.36300625,7.957747155,,14.04,46
MOB035,MOB,Missouri Ozark,035,CATE,C,LIVE,29.50,1,2,683.5,0.54390625,7.957747155,,17.55,36
MOB036,MOB,Missouri Ozark,036,CATE,C,LIVE,27.00,1,0,572.6,0.455625,7.957747155,tag: 119,19.31,8
MOB037,MOB,Missouri Ozark,037,CATE,C,LIVE,30.20,1,0,716.3,0.570025,7.957747155,tag: 118,19.97,9
MOB038,MOB,Missouri Ozark,038,JUVI,C,LIVE,27.90,1,0,611.4,0.48650625,7.957747155,tag: 123,16.05,322
MOB039,MOB,Missouri Ozark,039,QUAL,C,LIVE,84.30,1,4,5581.4,4.44155625,7.957747155,Bulge.  Took 3/4 cores,16.08,290
MOB040,MOB,Missouri Ozark,040,JUVI,S,LIVE,22.80,1,2,408.3,0.3249,7.957747155,,16.41,274
MOB041,MOB,Missouri Ozark,041,JUVI,S,LIVE,23.00,1,2,415.5,0.330625,7.957747155,,18.29,250
MOB042,MOB,Missouri Ozark,042,JUVI,C,LIVE,29.80,1,2,697.5,0.555025,7.957747155,ask about bands,16.81,224
MOC001,MOC,Missouri Ozark,001,ACSA,S,LIVE,15.49,1,2,188.4,0.354940976,18.83490451,,11.27,146
MOC002,MOC,Missouri Ozark,002,ACSA,S,LIVE,13.06,1,2,134.0,0.252313018,18.83490451,,11.23,146
MOC003,MOC,Missouri Ozark,003,QUVE,C,LIVE,44.40,1,2,1548.3,1.2321,7.957747155,"rotten, 2 partial cores",10.19,135
MOC004,MOC,Missouri Ozark,004,ACSA,S,LIVE,15.40,1,2,186.3,0.350828402,18.83490451,,5.64,122
MOC005,MOC,Missouri Ozark,005,CACO,C,LIVE,19.50,1,2,298.6,0.5625,18.83490451,,9.57,116
MOC006,MOC,Missouri Ozark,006,CACO,S,LIVE,13.20,1,2,136.8,0.257751479,18.83490451,,12.54,84
MOC007,MOC,Missouri Ozark,007,CACO,S,LIVE,11.50,1,2,103.9,0.195636095,18.83490451,,12.63,82
MOC008,MOC,Missouri Ozark,008,QUVE,C,LIVE,42.90,1,2,1445.5,1.15025625,7.957747155,,12.34,70
MOC009,MOC,Missouri Ozark,009,QUVE,C,LIVE,25.40,1,2,506.7,0.403225,7.957747155,,11.15,70
MOC010,MOC,Missouri Ozark,010,CAOV,C,LIVE,29.60,1,2,688.1,0.5476,7.957747155,,6.09,61
MOC011,MOC,Missouri Ozark,011,CAOV,*,DEAD,14.20,1,2,158.4,0.298284024,18.83490451,,2.66,62
MOC012,MOC,Missouri Ozark,012,QURU,C,LIVE,24.90,1,2,487.0,0.38750625,7.957747155,,9.72,315
MOC013,MOC,Missouri Ozark,013,QUAL,C,LIVE,27.80,1,2,607.0,0.483025,7.957747155,,9.59,310
MOC014,MOC,Missouri Ozark,014,QUVE,*,DEAD,39.70,1,2,1237.9,0.98505625,7.957747155,,7.84,309
MOC015,MOC,Missouri Ozark,015,QUAL,I,LIVE,31.70,1,2,789.2,0.62805625,7.957747155,,7.98,300
MOC016,MOC,Missouri Ozark,016,QURU,C,LIVE,23.20,1,2,422.7,0.3364,7.957747155,,6.12,290
MOC017,MOC,Missouri Ozark,017,FRAM,I,LIVE,12.80,1,2,128.7,0.242366864,18.83490451,,5.41,250
MOC018,MOC,Missouri Ozark,018,CATE,I,LIVE,18.50,1,2,268.8,0.506286982,18.83490451,,3.72,240
MOC019,MOC,Missouri Ozark,019,CARYA,*,DEAD,10.10,1,2,80.1,0.150902367,18.83490451,,10.07,240
MOC020,MOC,Missouri Ozark,020,QUAL,D,LIVE,52.20,1,2,2140.1,1.703025,7.957747155,,8.88,230
MOC021,MOC,Missouri Ozark,021,ULRU,S,LIVE,11.10,1,2,96.8,0.182263314,18.83490451,,8.24,215
MOC022,MOC,Missouri Ozark,022,ACSA,S,LIVE,11.10,1,2,96.8,0.182263314,18.83490451,,10.10,210
MOC023,MOC,Missouri Ozark,023,QUVE,*,DEAD,27.50,1,2,594.0,0.47265625,7.957747155,,5.71,160
MOC024,MOC,Missouri Ozark,024,QUVE,D,LIVE,49.40,1,2,1916.7,1.525225,7.957747155,,5.02,153
MOC025,MOC,Missouri Ozark,025,CATE,S,LIVE,11.10,1,2,96.8,0.182263314,18.83490451,,5.15,145
MOC026,MOC,Missouri Ozark,026,ACSA,S,LIVE,12.70,1,2,126.7,0.238594675,18.83490451,,3.46,153
MOC027,MOC,Missouri Ozark,027,CARYA,*,DEAD,26.30,1,2,543.3,0.43230625,7.957747155,,15.16,125
MOC028,MOC,Missouri Ozark,028,CACO,C,LIVE,28.30,1,2,629.0,0.50055625,7.957747155,,15.02,112
MOC029,MOC,Missouri Ozark,029,CARYA,*,DEAD,23.85,1,0,446.8,0.355514063,7.957747155,,14.52,105
MOC030,MOC,Missouri Ozark,030,ACSA,I,LIVE,21.60,1,2,366.4,0.2916,7.957747155,,19.35,118
MOC031,MOC,Missouri Ozark,031,FRAM,C,LIVE,25.30,1,2,502.7,0.40005625,7.957747155,,17.77,90
MOC032,MOC,Missouri Ozark,032,CATE,C,LIVE,26.10,1,2,535.0,0.42575625,7.957747155,,15.64,85
MOC033,MOC,Missouri Ozark,033,CAOV,C,LIVE,36.90,1,2,1069.4,0.85100625,7.957747155,,17.13,63
MOC034,MOC,Missouri Ozark,034,CAOV,*,DEAD,23.20,1,1,422.7,0.3364,7.957747155,,16.77,55
MOC035,MOC,Missouri Ozark,035,QUVE,C,LIVE,33.10,1,2,860.5,0.68475625,7.957747155,,19.86,46
MOC036,MOC,Missouri Ozark,036,JUVI,C,LIVE,32.50,1,2,829.6,0.66015625,7.957747155,,15.59,15
MOC037,MOC,Missouri Ozark,037,CAOV,S,LIVE,22.00,1,2,380.1,0.3025,7.957747155,,13.80,348
MOC038,MOC,Missouri Ozark,038,QUAL,C,LIVE,31.10,1,2,759.6,0.60450625,7.957747155,,16.80,325
MOC039,MOC,Missouri Ozark,039,QUVE,*,DEAD,39.90,1,2,1250.4,0.99500625,7.957747155,,18.79,325
MOC040,MOC,Missouri Ozark,040,QUVE,*,DEAD,48.30,1,2,1832.2,1.45805625,7.957747155,,19.95,322
MOC041,MOC,Missouri Ozark,041,QUAL,C,LIVE,33.90,1,0,902.6,0.71825625,7.957747155,tag: 88,19.58,303
MOC042,MOC,Missouri Ozark,042,QUAL,C,LIVE,28.70,1,0,646.9,0.51480625,7.957747155,tag: 87,19.68,302
MOC043,MOC,Missouri Ozark,043,QUAL,C,LIVE,26.10,1,0,535.0,0.42575625,7.957747155,tag: 96,19.97,270
MOC044,MOC,Missouri Ozark,044,QUAL,C,LIVE,29.70,1,0,692.8,0.55130625,7.957747155,tag:95,18.14,270
MOC045,MOC,Missouri Ozark,045,QUAL,C,LIVE,28.60,1,0,642.4,0.511225,7.957747155,tag: 3491,14.72,268
MOC046,MOC,Missouri Ozark,046,QUAL,C,LIVE,26.60,1,0,555.7,0.442225,7.957747155,tag: 3492,14.17,265
MOC047,MOC,Missouri Ozark,047,QUAL,*,DEAD,34.50,1,2,934.8,0.74390625,7.957747155,,15.81,220
MOC048,MOC,Missouri Ozark,048,QUAL,C,LIVE,47.40,1,2,1764.6,1.404225,7.957747155,,18.21,215
MOC049,MOC,Missouri Ozark,049,QUAL,C,LIVE,49.60,1,2,1932.2,1.5376,7.957747155,,17.62,180
NCC001,NCC,North Carolina Coas,001,PITA,C,LIVE,37.70,1,2,1116.3,#VALUE!,#VALUE!,,,
NCC002,NCC,North Carolina Coas,002,PITA,C,LIVE,37.80,1,2,1122.2,#VALUE!,#VALUE!,,,
NCC003,NCC,North Carolina Coas,003,PITA,C,LIVE,45.90,1,2,1654.7,#VALUE!,#VALUE!,,,
